company,category,file_name,chunk_idx,text
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,10,In these days of skyrocke ng medical expenses when a family member is ill it is a trauma c me forthe rest of the family. As a caring person you do not want to let any unfortunateincident to aﬀect your plans for you and your family. So why let any medicalemergencies sha er your peace of mind.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,11,LIC s Jeevan Arogya gives you Valuable ﬁnancial protec on in case of hospitalisa on surgery etc Increasing Health cover every year Lump sum beneﬁt irrespec ve of actual medical costs No claim beneﬁt Flexible beneﬁt limit to choose from Flexible premium payment op ons Very easy to choose your plan Step 1 2 StepChoose the level of Health cover you need Work out the premium payable along with our Representa ve Step 1 Choose the level of Health cover you need You can choose the amount of Ini al Daily Beneﬁt i.e.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,12,the daily Hospital Cash Beneﬁt applicableintheﬁrstyearofthepolicy asperyourneedfromoutofthefollowingchoices 1000 per day 2000 per day 3000 per day 4000 per day This is the amount that will be payable to you in the event of hospitalisa on in the ﬁrst year on a per day basis. The Major Surgical Beneﬁt that you will be covered for will be 100 mes the Ini al Daily Beneﬁt you have chosen. Thus the ini al Major SurgicalBeneﬁt Sum Assured will be 1 lakh 2 lakh 3 lakh 4 lakh respec vely.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,13,Other beneﬁts such as Day Care Procedure Beneﬁt Other Surgical Beneﬁt and Premium waiverBeneﬁt PWB men oned below shall also be payable depending upon the dailyHospital Cash Beneﬁt chosen. Step 2 Work out the premium payable along with our representa ve Your premium will depend on your age gender the Health cover op on you have chosen whether you are Principal Insured or other insured life and the mode ofpayment.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,14,Tables below give an indica ve annual premium payable yearly for all health beneﬁts corresponding to an Ini al Daily Beneﬁt of 1000 per day for some of the ages in UNI20b9 respect of various lives that can be covered under a single policy Premiums indicated are exclusive of Taxes Who can be insured You as Principal Insured PI your spouse your children your parents and parents of your spouse can all be insured one policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,15,Quite a relief isn t it to have all insured under under one policy The minimum and maximum age at entry is as under PRINCIPAL INSURED Male Age at entry 20 304050Premium 1922.652242.902799.703768.00 SPOUSE Female PARENT of PI Spouse Female Premium 1393.151730.65 2240.60 2849.10Age at entry 20304050 CHILD Premium 792.00794.75 812.35 870.75Age at entry 05 1015 Self spouse Parents parents in lawChildrenMinimum age at entry 18 years18 years 91 daysMaximum age at entry 65 years last birthday 75 last birthday 17 years last birthday How long are each insured under this policy Each of the insured are covered for risks up to age 80 .
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,16,Children are insured up Health to age 25 years. Hospital cash beneﬁt HCB Major Surgical Beneﬁt MSB Day Care Procedure Beneﬁt Other Surgical Beneﬁt Ambulance Beneﬁt Premium waiver Beneﬁt PWB A Hospital Cash Beneﬁt due to If you or any of the insured lives covered under the policy is hospitalised Accidental Body Injury or Sickness and the stay in hospital exceeds a con nuousperiod of 24 hours then for any con nuous period of 24 hours or part thereof 1.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,17,Beneﬁts oﬀered under the plan are provided any such part exceeds a con nuous period of 4 hours a er having stay completed the 24 hours as above in a non ICU ward room of a hospital an amount equal to the Applicable Daily Beneﬁt ADB available under the policy during that policy year shall be payable subject to beneﬁt limits and condi onsmen oned in Para 11A and exclusions men oned in Para 15 below.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,18,During the ﬁrst of cover commencement in respect of each insured the year Applicable Daily Beneﬁt shall be the Ini al Daily Beneﬁt amount chosen by you and men oned in the policy Schedule. Theamountof DBforeachpolicyyear a ertheﬁrstpolicyyear shallconsistof2parts A c159An arithme c addi on of an amount equal to 5 ﬁve percent of the Ini al DailyBeneﬁt to the Applicable Daily Beneﬁt of the previous Policy Year.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,19,Such increase inthe Applicable Daily Beneﬁt shall be eﬀected on each policy anniversary during theCover Period and shall con nue un l it a ains a maximum amount of 1.5 mes theIni al Daily Beneﬁt. Therea er this amount in each Policy Year in future shallremain at that maximum level a ained.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,20,c159Further arithme c addi on of an amount equal to No Claim Beneﬁt asdescribed in Para 1.G below provided the policy a racts and is eligible for it.There shall be no maximum limit for such increase which means that if this policy iseligible for No Claim Beneﬁt the same shall be granted throughout the CoverPeriod without any maximum limit.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,21,For members subsequently under the policy the beneﬁt in the ﬁrst year included shall be equal to Ini al Daily Beneﬁt amount and therea er the Applicable DailyBeneﬁt shall increase as above. If any of the member insured is required to stay in an Intensive Care Unit of a hospital t subject beneﬁt limits and wo mes the Daily will be payable to Applicable Beneﬁt condi ons men oned in Para 11A and exclusions men oned in Para 15 below. During one period of 24 con nuous hours i.e.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,22,one day of Hospitalisa on a erhaving completed the 24 hours as above if the said Hospitalisa on included stayin an Intensive Care Unit as well as in any other in pa ent non Intensive Care Unit ward of the Hospital the Corpora on shall pay beneﬁts as if the admission was tothe Intensive Care Unit provided that the period of Hospitalisa on in the IntensiveCare Unit was at least 4 con nuous hours. payable or No beneﬁt will be for the ﬁrst 24 hours of hospitalisa on.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,23,However fevery that extends for a con nuous period of 7 days or more the Hospitaliza on Daily Hospital Cash Beneﬁt would also be paid for ﬁrst 24 hours day one ofhospitaliza on regardless of whether the Insured was admi ed in a general orspecial ward or in an intensive care unit.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,24,B Major Beneﬁt Surgical In the event of an Insured under this plan due to medical necessity undergoingone of the surgeries deﬁned in Major Surgical Beneﬁt Annexure within the coverperiod in a hospital due to Accidental Bodily Injury or Sickness the respec vebeneﬁt percentage of the Major Surgical Beneﬁt Sum Assured as speciﬁed againsteach of the eligible surgeries men oned in Major Surgical Beneﬁt Annexure shallbe paid subject to beneﬁt limits and condi ons men oned in Para 11B andexclusions men oned in Para 15 below.C Day Care Procedure Beneﬁt In the event of an Insured under this Plan undergoing any speciﬁed Day CareProcedure men oned in the Day Care Procedure Beneﬁt Annexure due to medical necessity a lump sum amount equal to 5 ﬁve mes the Applicable Daily Beneﬁt shall be paid regardless of the actual costs incurred subject to beneﬁt limits andcondi ons men oned in Para 11C and exclusions men oned in Para 15 below.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,25,d Other Surgical Beneﬁt In the event of an Insured under this Plan due to medical necessity undergoingany Surgery not listed under Major Surgical Beneﬁt or Day Care Procedure Beneﬁt causing the Insured s Hospitaliza on to exceed a con nuous period of 24 hourswithin the Cover Period then a daily beneﬁt equal to 2 two mes the ApplicableDaily Beneﬁt shall be paid for each con nuous period of 24 hours or part thereofprovided any such part stay exceeds a con nuous period of 4 hours ofHospitaliza on subject to beneﬁt limits and condi ons men oned in Para 11D and exclusions men oned in Para 15 below.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,26,E Ambulance Beneﬁt In the event that a Major Surgical Beneﬁt falling under Category 1 or Category 2 as men oned in the Major Surgical Beneﬁt Annexure is payable and emergency transporta on costs by an ambulance have been incurred an addi onal lump sumof 1 000 will be payable in lieu of ambulance expenses.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,27,F Premium Waiver Beneﬁt In the event that a Major Surgical Beneﬁt falling under Category 1 or Category 2 asmen oned in the Major Surgical Beneﬁt Annexure is payable in respect of anyInsured covered under the policy the total annualized premium i.e. total one yearpremium in respect of that Policy from the date of instalment premium duecoinciding with or next following the date of the Surgery will be waived.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,28,G No claim beneﬁt A no claim beneﬁt will be paid in the event that during the period between Date ofCommencement of policy and next Automa c Renewal Date or between twoAutoma c Renewal Dates described in Para 4 below there are no claims in respectof any Insured covered under your policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,29,The amount of the no claim beneﬁt wouldbe equal to 5 ﬁve percent of the Ini al Daily Beneﬁt in respect of each Insured andthe resul ng amount shall be added to arrive at the Applicable Daily Beneﬁt inrespect of each Insured for the Policy Year next following the most recent Automa cRenewal Date. You may pay premiums regularly at yearly or half yearly intervals over the term ofthe policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,30,The premium in respect of each individual will be payable from the date of entry intothe policy ll the date of exit from the policy and will depend on the age of the insuredmember the level of Hospital Cash Beneﬁt HCB chosen whether the insuredmember is Principal Insured or any other Insured life in case of cover for more thanone member in a policy . The level of premium for Principal Insured and the otherinsured members shall be diﬀerent for the same age and same level of cover.2.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,31,Payment of Premiums provided any such part exceeds a con nuous period of 4 hours a er having stay completed the 24 hours as above in a non ICU ward room of a hospital an amount equal to the Applicable Daily Beneﬁt ADB available under the policy during that policy year shall be payable subject to beneﬁt limits and condi onsmen oned in Para 11A and exclusions men oned in Para 15 below.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,32,During the ﬁrst of cover commencement in respect of each insured the year Applicable Daily Beneﬁt shall be the Ini al Daily Beneﬁt amount chosen by you and men oned in the policy Schedule. Theamountof DBforeachpolicyyear a ertheﬁrstpolicyyear shallconsistof2parts A c159An arithme c addi on of an amount equal to 5 ﬁve percent of the Ini al DailyBeneﬁt to the Applicable Daily Beneﬁt of the previous Policy Year.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,33,Such increase inthe Applicable Daily Beneﬁt shall be eﬀected on each policy anniversary during theCover Period and shall con nue un l it a ains a maximum amount of 1.5 mes theIni al Daily Beneﬁt. Therea er this amount in each Policy Year in future shallremain at that maximum level a ained.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,34,c159Further arithme c addi on of an amount equal to No Claim Beneﬁt asdescribed in Para 1.G below provided the policy a racts and is eligible for it.There shall be no maximum limit for such increase which means that if this policy iseligible for No Claim Beneﬁt the same shall be granted throughout the CoverPeriod without any maximum limit.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,35,For members subsequently under the policy the beneﬁt in the ﬁrst year included shall be equal to Ini al Daily Beneﬁt amount and therea er the Applicable DailyBeneﬁt shall increase as above. If any of the member insured is required to stay in an Intensive Care Unit of a hospital t subject beneﬁt limits and wo mes the Daily will be payable to Applicable Beneﬁt condi ons men oned in Para 11A and exclusions men oned in Para 15 below. During one period of 24 con nuous hours i.e.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,36,one day of Hospitalisa on a erhaving completed the 24 hours as above if the said Hospitalisa on included stayin an Intensive Care Unit as well as in any other in pa ent non Intensive Care Unit ward of the Hospital the Corpora on shall pay beneﬁts as if the admission was tothe Intensive Care Unit provided that the period of Hospitalisa on in the IntensiveCare Unit was at least 4 con nuous hours. payable or No beneﬁt will be for the ﬁrst 24 hours of hospitalisa on.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,37,However fevery that extends for a con nuous period of 7 days or more the Hospitaliza on Daily Hospital Cash Beneﬁt would also be paid for ﬁrst 24 hours day one ofhospitaliza on regardless of whether the Insured was admi ed in a general orspecial ward or in an intensive care unit.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,38,B Major Beneﬁt Surgical In the event of an Insured under this plan due to medical necessity undergoingone of the surgeries deﬁned in Major Surgical Beneﬁt Annexure within the coverperiod in a hospital due to Accidental Bodily Injury or Sickness the respec vebeneﬁt percentage of the Major Surgical Beneﬁt Sum Assured as speciﬁed againsteach of the eligible surgeries men oned in Major Surgical Beneﬁt Annexure shallbe paid subject to beneﬁt limits and condi ons men oned in Para 11B andexclusions men oned in Para 15 below.C Day Care Procedure Beneﬁt In the event of an Insured under this Plan undergoing any speciﬁed Day Care Procedure men oned in the Day Care Procedure Beneﬁt Annexure due to medical necessity a lump sum amount equal to 5 ﬁve mes the Applicable Daily Beneﬁt shall be paid regardless of the actual costs incurred subject to beneﬁt limits andcondi ons men oned in Para 11C and exclusions men oned in Para 15 below.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,39,d Other Surgical Beneﬁt In the event of an Insured under this Plan due to medical necessity undergoingany Surgery not listed under Major Surgical Beneﬁt or Day Care Procedure Beneﬁt causing the Insured s Hospitaliza on to exceed a con nuous period of 24 hourswithin the Cover Period then a daily beneﬁt equal to 2 two mes the ApplicableDaily Beneﬁt shall be paid for each con nuous period of 24 hours or part thereofprovided any such part stay exceeds a con nuous period of 4 hours ofHospitaliza on subject to beneﬁt limits and condi ons men oned in Para 11D and exclusions men oned in Para 15 below.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,40,E Ambulance Beneﬁt In the event that a Major Surgical Beneﬁt falling under Category 1 or Category 2 as men oned in the Major Surgical Beneﬁt Annexure is payable and emergency transporta on costs by an ambulance have been incurred an addi onal lump sumof 1 000 will be payable in lieu of ambulance expenses.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,41,F Premium Waiver Beneﬁt In the event that a Major Surgical Beneﬁt falling under Category 1 or Category 2 asmen oned in the Major Surgical Beneﬁt Annexure is payable in respect of anyInsured covered under the policy the total annualized premium i.e. total one yearpremium in respect of that Policy from the date of instalment premium duecoinciding with or next following the date of the Surgery will be waived.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,42,G No claim beneﬁt A no claim beneﬁt will be paid in the event that during the period between Date ofCommencement of policy and next Automa c Renewal Date or between twoAutoma c Renewal Dates described in Para 4 below there are no claims in respectof any Insured covered under your policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,43,The amount of the no claim beneﬁt wouldbe equal to 5 ﬁve percent of the Ini al Daily Beneﬁt in respect of each Insured andthe resul ng amount shall be added to arrive at the Applicable Daily Beneﬁt inrespect of each Insured for the Policy Year next following the most recent Automa cRenewal Date. You may pay premiums regularly at yearly or half yearly intervals over the term ofthe policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,44,The premium in respect of each individual will be payable from the date of entry intothe policy ll the date of exit from the policy and will depend on the age of the insuredmember the level of Hospital Cash Beneﬁt HCB chosen whether the insuredmember is Principal Insured or any other Insured life in case of cover for more thanone member in a policy . The level of premium for Principal Insured and the other insured members shall be diﬀerent for the same age and same level of cover.2.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,45,Payment of Premiums which the child completes the age of 3 months. If the age of legally adopted child on the date of adop on is more than 3 months the child can be covered from policy anniversary coinciding with or next following the date of adop on. Enhanced premiums shall be due from such policy anniversary. Inclusion of each addi onal member will be on payment of enhanced premiums and subject to various terms and condi ons of the plan. Any addi on of new lives shall be allowed by the PI only.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,46,A er the death of PI no addi on will be allowed. Addi on in any other case will not be allowed. The exis ng spouse parents parents in law and children if not covered at the me of taking policy shall not be covered under the policy. If both of the parents father and mother are alive and are eligible for cover then either both of them will have to be covered or none of them will be covered. The PIwill not have any op on to choose one of them.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,47,The same condi on will apply forparents in law also at the me of purchasing a policy or on addi on of newmembers under an exis ng policy. B Op on to migrate Children covered under this plan shall have the op on to take a suitable newhealth insurance policy subject to underwri ng at the end of the speciﬁed exitage or at the renewal of the policy a er comple on of 18 years of age. i The new policy should be purchased within 90 days of the termina on of child s membership from the exis ng policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,48,ii The Insured member shall be eligible for suitable credits gained for pre exis ng condi ons and me bound exclusions for all the previous years provided the policy is in force. The outstanding Wai ng periods andoutstanding period of any Exclusion will however apply under the new policy. iii These credits shall be available up to a maximum of the current SA level under the exis ng policy. iv Other terms and condi ons including premium rates will be as applicable for the new policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,49,C Quick Cash facility If any of the insured lives undergoes any eligible surgery covered under Category Ior II of MSB in any of the listed network hospitals you as PI will have an op on toavail Quick Cash facility. Under this facility 50 of eligible MSB amount would bemade available even during the period of hospitaliza on of any of the insured livescovered the surgery may be either planned or emergency due to accident insteadof wai ng for making a claim for the beneﬁt a er discharge.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,50,It will be only anadvance payment in the event of hospitaliza on for any MSB deﬁned in the surgeries listed under categories I II and permissible under the policy condi ons of the plan. This will be however subject to approval from the Corpora on and the advanceamountwillbeadjustedfromtheﬁnalse lementofMSBclaimamount. This facility of advance payment could be availed by submi ng your Bank Accountdetails in the prescribed format.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,51,The amount of advance shall be credited to yourbank account directly.Mode Rebate Yearly mode 2 of tabular premiumHalf yearly mode 1 of the tabular premiumHCB Rebates In respect of a member covered under a policy if HCB is more than 1000 then the premium arrived at in respect of that member shall be reduced by an amount given below HCB 2000 30004000For PI 500 10001500For each insured member other than PI 250500750 The installment premium will be guaranteed in respect of each Insured for a period of 3 years from the Date of Commencement of the policy i.e.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,52,for the ﬁrst 3 years of thepolicy. Therea er at the end of every third policy anniversary the premiums may bereviewed to take into account the Corpora on s experience subject to prior approvalfrom IRDAI. These premium due dates at the end of every third policy anniversary star ng from the date of commencement of policy ll the date of cover expiry onwhich the installment premiums are reviewable will be referred as Automa cRenewal Dates in respect of all Insured in the Policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,53,On any Automa c Renewal Date in the future the installment premium will be based on the age of the Insured at the me of inclusion into the policy and the Corpora on spremium rates then prevailing for this product.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,54,A Cover to new addi onal members If PI gets married remarried during the term of the policy the spouse and parents in law can be included in the policy within six months from the dateof marriage remarriage but the cover shall start from the policy anniversarycoinciding with or next following the date of inclusion. Enhanced premium shall be due from such policy anniversary.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,55,Similarly Any child born legally adopted a er taking the policy can also be covered from the next immediate policy anniversary date following the date onThe premiums are guaranteed for 3 years from the date of commencement of policy.Therea er i.e. at the end of every 3 years the Corpora on reserves the right to review the premium to take account of the experience of the por olio subject to prior approval from IRDAI.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,56,The rates applicable on every Automa c Renewal Date shall beguaranteed for a further period of 3 years i.e. ll next Automa c Renewal Date. The premium rates in respect of each insured member on renewal will be based on age of that member at the me of inclusion into the policy. The total premium to be charged for a policy will be the sum of premiums in respect of each member to be covered in that policy. 3. Mode and High HCB Rebates 4. Automa c Renewal Date 5.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,57,Op ons which the child completes the age of 3 months. If the age of legally adopted child on the date of adop on is more than 3 months the child can be covered from policy anniversary coinciding with or next following the date of adop on. Enhanced premiums shall be due from such policy anniversary. Inclusion of each addi onal member will be on payment of enhanced premiums and subject to various terms and condi ons of the plan. Any addi on of new lives shall be allowed by the PI only.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,58,A er the death of PI no addi on will be allowed. Addi on in any other case will not be allowed. The exis ng spouse parents parents in law and children if not covered at the me of taking policy shall not be covered under the policy. If both of the parents father and mother are alive and are eligible for cover then either both of them will have to be covered or none of them will be covered. The PIwill not have any op on to choose one of them.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,59,The same condi on will apply forparents in law also at the me of purchasing a policy or on addi on of newmembers under an exis ng policy. B Op on to migrate Children covered under this plan shall have the op on to take a suitable newhealth insurance policy subject to underwri ng at the end of the speciﬁed exitage or at the renewal of the policy a er comple on of 18 years of age. i The new policy should be purchased within 90 days of the termina on of child s membership from the exis ng policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,60,ii The Insured member shall be eligible for suitable credits gained for pre exis ng condi ons and me bound exclusions for all the previous years provided the policy is in force. The outstanding Wai ng periods andoutstanding period of any Exclusion will however apply under the new policy. iii These credits shall be available up to a maximum of the current SA level under the exis ng policy. iv Other terms and condi ons including premium rates will be as applicable for the new policy.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,61,C Quick Cash facility If any of the insured lives undergoes any eligible surgery covered under Category Ior II of MSB in any of the listed network hospitals you as PI will have an op on toavail Quick Cash facility. Under this facility 50 of eligible MSB amount would bemade available even during the period of hospitaliza on of any of the insured livescovered the surgery may be either planned or emergency due to accident insteadof wai ng for making a claim for the beneﬁt a er discharge.
LIC,Health Plans,LIC_Jeevan-Arogya-Brochure_9-inch-x-8-inch_Eng-(1).pdf,62,It will be only anadvance payment in the event of hospitaliza on for any MSB deﬁned in the surgeries listed under categories I II and permissible under the policy condi ons of the plan. This will be however subject to approval from the Corpora on and the advanceamountwillbeadjustedfromtheﬁnalse lementofMSBclaimamount. This facility of advance payment could be availed by submi ng your Bank Accountdetails in the prescribed format.
